#RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,NumOfProducts,HasCrCard,EstimatedSalary,Exited,Balance
3313,15781465,Schofield,675,Female,29,8,1,1,133458,0,121326
3314,15704378,Calabrese,655,Male,37,9,1,1,180241,0,121342
3315,15625824,Kornilova,596,Male,30,6,4,1,41922,1,121346
3316,15770406,Watson,580,Male,35,9,1,0,35671,0,121355
3317,15712568,Angelo,515,Male,40,10,1,1,138360,0,121356
3318,15742681,Liao,554,Male,26,4,1,1,8742,0,121365
3319,15772528,Mishin,750,Female,47,7,2,1,54474,1,121376
3320,15735636,Toscano,604,Female,53,2,1,1,48202,1,121390
3321,15807107,Patel,612,Male,32,3,1,1,164081,0,121394
3322,15814468,Wei,551,Male,50,1,1,0,84508,1,121400
3323,15667265,Cavenagh,729,Male,39,4,1,1,159618,0,121405
3324,15699963,Scott,571,Male,38,1,1,1,154844,0,121405
3325,15659736,Herbert,716,Male,66,5,1,0,10070,1,121412
3326,15683618,Dyer,774,Female,35,3,1,1,24400,0,121419
3327,15708504,Wong,790,Male,50,8,1,1,176472,1,121439
3328,15672132,Butusov,695,Female,42,7,1,0,46375,0,121454
3329,15603170,Kang,654,Male,32,9,1,1,190069,1,121456
3330,15765257,Meng,564,Male,31,5,1,1,20432,1,121462
3331,15614361,Liao,620,Male,42,9,1,1,29297,0,121490
3332,15662337,Baldwin,744,Female,50,1,2,0,106061,1,121498
3333,15631848,Grover,727,Female,26,9,1,1,146785,0,121508
3334,15764927,Rogova,753,Male,92,3,1,0,195564,0,121513
3335,15781534,Rapuluolisa,536,Female,35,4,1,0,77178,0,121520
3336,15616367,Ricci,581,Male,39,1,1,0,161656,1,121524
3337,15667046,Tseng,694,Male,38,7,1,1,113481,0,121527
3338,15751022,Bowhay,777,Female,37,10,2,1,73465,0,121532
3339,15649124,Fang,850,Male,30,9,1,0,40313,0,121535
3340,15687372,Padovesi,547,Male,49,8,2,1,46521,1,121538
3341,15793856,Abdulov,667,Female,36,3,2,1,186842,0,121543
3342,15672145,Swift,534,Female,34,7,2,1,70179,0,121552
3343,15681550,Lablanc,614,Female,41,8,1,1,599,0,121558
3344,15652835,Liang,419,Female,27,2,1,0,134721,0,121580
3345,15591995,Barry,757,Male,26,8,2,1,127059,0,121582
3346,15771323,Panicucci,480,Male,39,5,1,1,82438,0,121627
3347,15572114,Shih,673,Male,40,1,1,1,3259,0,121629
3348,15806230,Trevisano,629,Male,40,2,2,1,64850,1,121648
3349,15714355,Sinclair,775,Male,32,8,1,0,125898,0,121669
3350,15786463,Hsing,645,Female,59,8,2,0,92,1,121670
3351,15762418,Gant,750,Male,22,3,1,1,128643,1,121682
3352,15645896,Duncan,646,Male,39,6,2,0,61793,0,121682
3353,15578307,Lucchese,512,Female,33,6,2,1,83682,0,121685
3354,15731586,Lai,785,Female,31,2,2,0,81779,0,121692
3355,15692926,Toscani,498,Male,25,8,1,1,132210,0,121703
3356,15711218,Parry,616,Male,39,2,2,1,55556,0,121704
3357,15570192,Henry,608,Female,40,8,1,0,61164,0,121729
3358,15767129,Munz,452,Female,60,6,1,1,142963,0,121730
3359,15794356,Toscani,641,Male,42,3,2,1,166517,0,121765
3360,15711521,Egobudike,609,Male,39,3,1,1,138400,0,121779
3361,15582519,Seleznyov,479,Male,47,6,1,0,5812,1,121797
3362,15574879,Wright,631,Female,37,2,2,0,23147,0,121802
3363,15756196,Tsou,682,Male,50,6,2,0,124151,0,121819
3364,15694852,Arcuri,575,Male,29,4,2,1,50369,0,121823
3365,15610105,Shen,666,Female,21,1,2,1,99818,0,121827
3366,15755084,Bezrukova,531,Male,37,7,1,1,147521,0,121854
3367,15719624,Hodgson,669,Female,38,9,1,1,130755,0,121859
3368,15583840,Okechukwu,587,Male,35,5,1,1,23482,1,121864
3369,15732061,Liu,850,Female,45,1,1,0,6865,1,121875
3370,15608701,Chialuka,651,Male,29,3,1,1,54531,1,121890
3371,15576111,Reagan,734,Male,33,5,1,1,61830,0,121899
3372,15773322,Obiajulu,536,Female,44,4,1,0,131007,0,121899
3373,15626383,Tang,596,Male,60,7,1,0,30314,0,121908
3374,15775662,McKay,760,Male,43,8,1,1,193312,0,121912
3375,15764033,Lin,693,Female,43,1,1,1,87995,1,121928
3376,15709451,Gordon,646,Female,35,1,2,1,142840,0,121953
3377,15784918,Brown,498,Male,35,2,2,0,188343,0,121968
3378,15680727,Fang,735,Male,49,5,1,1,148804,0,121973
3379,15691111,Pai,648,Female,42,8,2,1,4027,0,121981
3380,15664720,Kovalyova,714,Male,33,8,1,0,162515,0,122017
3381,15664523,Colombo,696,Female,31,8,2,1,33829,0,122022
3382,15683027,Chang,570,Male,29,4,2,1,173793,0,122029
3383,15772341,Hs?eh,682,Male,81,6,1,1,50784,0,122029
3384,15570601,Cheng,785,Female,47,9,1,1,33824,1,122032
3385,15658982,Napolitani,650,Female,28,5,3,0,146663,1,122034
3386,15658972,Foster,699,Female,40,8,1,1,102085,0,122038
3387,15724443,Taylor,703,Female,29,3,1,0,82824,0,122085
3388,15677955,Tsui,757,Male,33,1,1,1,42581,0,122089
3389,15581198,Jenkins,668,Female,39,0,1,1,112947,1,122105
3390,15631739,Dunn,704,Male,24,10,1,1,127654,0,122110
3391,15649112,Endrizzi,738,Female,33,3,2,0,27868,0,122134
3392,15725762,Kemp,808,Male,24,4,1,1,174107,0,122169
3393,15713426,Hancock,637,Male,30,1,1,1,102566,1,122186
3394,15803136,Postle,416,Female,41,10,2,1,98302,0,122190
3395,15748360,Cocci,644,Female,34,10,2,1,182100,0,122197
3396,15593622,Service,635,Male,43,10,2,0,179145,0,122198
3397,15654096,Johnston,779,Female,24,10,2,1,43706,0,122200
3398,15682547,Lucchese,649,Male,38,1,1,0,88965,0,122214
3399,15732628,Ugoji,745,Male,46,2,1,1,118024,0,122220
3400,15778154,Kung,628,Male,50,4,1,0,14218,1,122228
3401,15730673,Dietz,567,Male,40,7,1,1,138553,0,122265
3402,15598894,Holt,784,Male,38,10,1,0,145760,0,122268
3403,15586243,Yobachi,667,Male,44,8,1,1,91811,0,122278
3404,15743153,Singh,740,Female,40,2,2,1,30813,0,122295
3405,15624677,Marquez,543,Female,37,3,2,0,33999,0,122305
3406,15716334,Rozier,850,Female,45,2,1,1,19483,0,122311
3407,15771750,Sawtell,655,Female,36,10,1,1,9182,0,122314
3408,15586133,Pisano,666,Female,44,2,1,0,68575,1,122315
3409,15788480,Pagnotto,786,Female,33,0,1,0,34712,1,122326
3410,15743818,Rowley,748,Male,58,9,2,0,124429,0,122331
3411,15612109,Speth,819,Male,38,9,2,1,181507,0,122334
3412,15569446,Tu,732,Female,34,8,2,1,187986,0,122338
3413,15636860,Ch'eng,625,Male,43,4,1,1,71217,0,122351
3414,15615828,Mitchell,550,Male,34,8,1,0,116496,0,122360
3415,15775306,Ni,421,Male,28,8,3,1,89017,1,122384
3416,15576368,Bledsoe,624,Female,48,3,2,0,30020,0,122388
3417,15739271,Lei,582,Male,33,2,1,1,22114,0,122394
3418,15755330,Forbes,512,Male,41,7,1,0,37440,1,122403
3419,15761692,Muir,594,Male,40,9,2,0,190883,0,122417
3420,15726695,Hsia,601,Female,20,9,2,1,86792,0,122447
3421,15791268,Neumann,565,Male,38,0,1,0,67339,0,122448
3422,15800806,Pai,685,Male,31,7,2,1,180770,0,122449
3423,15595440,Kryukova,508,Male,49,7,2,1,75808,0,122451
3424,15705620,Lu,730,Male,34,5,2,1,138883,0,122453
3425,15611191,Scott,505,Female,37,10,2,1,52694,0,122454
3426,15693893,Davis,684,Male,59,9,1,0,15807,0,122471
3427,15616676,Donnelly,632,Male,23,3,1,1,147231,1,122479
3428,15716357,Corran,772,Female,39,4,2,1,140709,0,122486
3429,15594349,Streeten,850,Male,49,5,1,0,59748,0,122486
3430,15603665,Colombo,638,Female,39,0,2,1,95008,0,122501
3431,15672152,Grant,850,Male,37,9,1,0,199694,1,122506
3432,15738148,Clarke,465,Female,51,8,1,0,181298,1,122522
3433,15801466,Gray,574,Female,39,2,2,1,88464,0,122525
3434,15593973,Wilkie,663,Female,33,8,1,1,196260,0,122528
3435,15695474,Barker,583,Male,33,7,1,1,13549,0,122532
3436,15586880,P'eng,594,Male,41,2,2,1,42050,0,122546
3437,15640825,Loyau,695,Male,46,3,1,1,56298,0,122550
3438,15670481,Woods,684,Female,27,9,2,0,137836,0,122550
3439,15589493,Otitodilinna,716,Male,27,1,2,1,67611,0,122552
3440,15668894,Abramova,661,Male,41,5,2,0,120646,0,122552
3441,15591980,Hill,753,Male,33,5,2,1,82821,0,122568
3442,15595162,Cattaneo,708,Female,35,8,1,0,199006,0,122571
3443,15677871,Cocci,687,Male,38,9,1,1,35609,0,122571
3444,15744273,Waterhouse,637,Male,30,6,2,1,65618,0,122642
3445,15637646,Rowley,756,Male,31,10,1,0,61667,0,122647
3446,15634772,Mario,682,Female,59,0,1,0,84804,0,122661
3447,15780432,Shen,728,Male,37,3,2,0,106978,1,122690
3448,15697789,Li Fonti,647,Female,43,3,2,1,87000,0,122718
3449,15776824,Rossi,714,Male,28,6,1,1,67057,0,122724
3450,15810995,Wright,526,Male,34,3,1,1,46772,0,122727
3451,15668774,Chiemenam,758,Female,23,5,1,1,102461,1,122739
3452,15766887,Iadanza,538,Male,39,2,2,1,58467,0,122774
3453,15789339,Yen,681,Male,59,4,1,0,140167,0,122782
3454,15792250,Nnabuife,616,Female,45,4,1,1,62002,0,122794
3455,15728167,Abramovich,667,Male,44,2,1,0,15121,0,122807
3456,15622461,Ndubuagha,562,Female,51,7,2,0,32626,0,122822
3457,15572050,Yefimov,768,Male,48,3,1,1,24534,1,122832
3458,15700394,Palermo,713,Female,26,4,2,1,144682,1,122857
3459,15646558,Clamp,611,Male,51,1,1,1,149648,0,122875
3460,15631603,Ponomaryova,813,Male,32,1,1,1,26476,0,122890
3461,15741643,Chiang,777,Male,35,7,1,1,76170,0,122918
3462,15791053,Lucciano,709,Male,45,4,1,1,12,1,122918
3463,15788215,Hsia,535,Female,30,5,1,0,62391,1,122925
3464,15658360,Gregory,762,Male,35,9,2,0,149822,0,122929
3465,15732791,Davide,641,Male,32,5,1,1,99155,0,122948
3466,15706534,Enyinnaya,581,Female,47,1,1,0,180252,1,122949
3467,15685279,Somadina,511,Female,57,8,1,1,181259,0,122950
3468,15684722,Fraser,490,Male,34,5,2,0,154361,0,122953
3469,15698442,Eberechukwu,719,Male,35,3,1,1,138232,0,122965
3470,15736371,Kennedy,633,Female,34,3,2,1,38315,0,123034
3471,15567437,Emenike,734,Female,30,7,1,1,76503,0,123040
3472,15583580,Chiawuotu,566,Female,35,1,1,1,66245,1,123042
3473,15610801,Pan,648,Male,41,5,1,0,5067,0,123049
3474,15674720,Smith,691,Female,37,7,1,1,98162,1,123068
3475,15637599,Cremonesi,510,Female,44,4,1,1,28461,1,123071
3476,15667392,L?,652,Female,38,6,2,1,188658,0,123082
3477,15598840,Moretti,680,Male,33,1,1,1,134961,0,123082
3478,15783007,Parker,520,Female,45,1,1,1,41042,1,123086
3479,15623521,Sozonov,838,Male,43,9,2,1,145766,0,123106
3480,15806688,Manfrin,726,Female,56,8,3,0,130114,1,123111
3481,15770375,Fanucci,850,Female,26,8,1,1,74425,0,123126
3482,15764335,Caldwell,463,Female,41,8,2,1,70128,0,123152
3483,15726354,Smith,688,Female,32,6,1,1,172531,0,123158
3484,15623053,Muir,454,Male,40,2,1,1,148310,0,123177
3485,15641582,Chibugo,735,Male,43,10,2,1,196673,0,123180
3486,15790750,Manfrin,592,Male,36,10,1,0,146111,0,123188
3487,15590337,Golubov,659,Male,29,6,1,1,56971,1,123192
3488,15656707,Ma,720,Male,21,2,1,1,180712,0,123201
3489,15606076,Golubev,718,Male,63,7,1,1,100539,0,123205
3490,15617603,Mackay,850,Male,30,5,2,1,102180,0,123211
3491,15651450,Panicucci,666,Male,31,3,2,1,112157,0,123212
3492,15633922,Gray,755,Male,30,4,2,0,144183,0,123218
3493,15595135,Solomon,778,Female,29,7,1,1,181221,0,123229
3494,15804017,Chigolum,631,Female,33,4,1,0,112688,0,123247
3495,15718281,Muir,706,Male,67,1,2,1,86508,1,123277
3496,15754599,K'ung,765,Male,42,4,2,1,82868,0,123311
3497,15695034,Christie,757,Female,44,4,1,1,137136,0,123322
3498,15806438,Chiabuotu,580,Female,42,2,1,0,103516,1,123331
3499,15640789,Butler,711,Male,38,4,1,1,141828,0,123346
3500,15621644,Lombardi,678,Male,83,6,1,0,92934,0,123357
3501,15693877,Stewart,811,Female,47,3,2,0,171995,0,123365
3502,15591357,Cowger,765,Male,51,3,1,1,115429,0,123372
3503,15776404,Williamson,523,Male,22,8,1,1,124907,0,123374
3504,15659931,Ibezimako,637,Female,55,1,1,1,81432,1,123378
3505,15782993,Pan,624,Male,51,10,2,1,127825,0,123401
3506,15780144,Tisdall,512,Female,32,2,2,1,80120,0,123404
3507,15642162,Ponce,603,Male,35,1,1,1,152542,1,123408
3508,15802118,Ignatieff,664,Male,41,7,1,1,164924,0,123429
3509,15621210,Angelo,599,Male,46,9,1,1,31368,1,123445
3510,15668235,Cooke,614,Female,41,3,1,1,179228,0,123475
3511,15797219,Ifesinachi,635,Female,40,10,1,1,131953,1,123498
3512,15770567,Ruiz,557,Female,32,3,1,1,69827,0,123503
3513,15583857,Siciliano,623,Female,43,4,2,0,154909,0,123537
3514,15687001,Chiemenam,596,Male,54,1,1,1,120315,1,123544
3515,15801817,Carpenter,688,Female,38,7,1,1,157664,0,123544
3516,15715394,Greece,613,Male,35,4,2,0,170903,0,123558
3517,15792305,Mountgarrett,762,Male,46,6,3,0,57014,1,123572
3518,15623972,Wisdom,479,Female,23,9,1,0,95148,0,123576
3519,15641389,Shen,659,Male,48,4,2,1,82469,1,123593
3520,15592078,Davide,590,Female,27,8,2,1,1677,0,123599
3521,15692430,Milano,699,Male,36,2,2,1,103558,0,123602
3522,15624186,McGregor,813,Female,25,5,1,0,132959,0,123616
3523,15738605,Fischer,634,Female,46,5,1,1,49725,1,123642
3524,15615444,Y?an,663,Male,28,8,2,1,87985,0,123674
3525,15664311,Yang,637,Male,28,3,1,1,166458,0,123676
3526,15783019,Price,794,Female,62,9,3,1,173587,1,123681
3527,15615177,Ebelegbulam,561,Male,28,6,1,1,70549,0,123692
3528,15700826,Ko,678,Female,54,1,2,0,105222,0,123699
3529,15645569,Mai,762,Female,26,7,2,1,169655,0,123709
3530,15760456,Eberechukwu,731,Female,38,10,2,1,171341,1,123712
3531,15627185,Terry,744,Male,29,6,2,1,141558,0,123737
3532,15621685,Davies,769,Male,29,2,2,1,84873,0,123758
3533,15619932,Lombardi,847,Male,66,7,1,0,53157,0,123761
3534,15737414,Shen,647,Male,35,4,1,1,83910,0,123762
3535,15600086,Combs,717,Male,48,7,1,1,169953,0,123765
3536,15756610,Carlson,657,Female,38,5,1,0,47020,1,123770
3537,15797910,Zetticci,775,Male,51,2,1,1,134902,0,123783
3538,15714046,Trevisano,720,Male,33,3,2,1,142903,0,123784
3539,15777553,Hanson,659,Female,56,9,1,1,99504,1,123785
3540,15742534,Faulk,527,Female,28,2,2,1,155847,0,123803
3541,15657468,Simmons,711,Female,53,5,1,1,102429,0,123805
3542,15615456,Aleksandrova,680,Female,37,10,1,1,81777,1,123806
3543,15599126,Russell,529,Female,43,0,1,1,78464,1,123816
3544,15750410,Jordan,680,Female,25,4,1,1,90162,0,123817
3545,15679299,Shen,726,Female,27,7,1,0,78971,0,123826
3546,15654975,Wu,641,Female,53,0,2,0,160111,0,123836
3547,15586914,Nepean,659,Male,36,6,2,1,96833,0,123841
3548,15600392,Amaechi,735,Female,53,8,2,0,170455,1,123845
3549,15805312,Bellucci,607,Male,45,7,1,0,113052,0,123860
3550,15701096,De Garis,778,Male,44,8,1,1,144495,0,123864
3551,15633666,Efremov,701,Female,33,7,1,1,97795,0,123870
3552,15671917,Wade,666,Male,46,5,1,1,177844,0,123873
3553,15795151,Hartzler,705,Female,38,3,1,1,21177,0,123894
3554,15628972,Nebeolisa,699,Male,32,1,3,1,127444,1,123906
3555,15605424,Oluchukwu,624,Male,38,7,1,1,135097,0,123907
3556,15659355,McKenzie,671,Male,32,6,2,1,146636,0,123913
3557,15653937,McIntyre,638,Female,53,1,1,1,16658,1,123917
3558,15674541,Robinson,575,Male,52,8,1,0,111343,1,123925
3559,15642248,Ko,608,Male,66,8,1,1,65758,0,123935
3560,15721793,Chiu,510,Female,50,7,1,1,23768,0,123937
3561,15742172,Williamson,598,Male,32,9,2,1,198894,0,123939
3562,15584229,Simon,671,Female,23,9,1,1,159553,0,123943
3563,15666982,Spears,629,Female,38,9,1,1,76053,0,123949
3564,15788224,Sanderson,669,Male,45,1,1,0,110882,0,123950
3565,15628886,Matlock,677,Male,56,5,1,1,60591,1,123960
3566,15731890,Chukwukere,601,Male,41,1,1,0,172815,0,123971
3567,15734886,Mazzi,686,Female,34,3,2,1,147795,0,123972
3568,15648320,Heller,658,Female,31,7,1,1,102154,0,123975
3569,15649744,Fallaci,628,Female,51,3,2,1,40546,0,123981
3570,15667458,L?,764,Male,28,10,1,1,166188,0,124023
3571,15636521,Feng,744,Female,30,1,1,1,142211,0,124037
3572,15738267,Macarthur,544,Female,64,3,1,1,111403,1,124044
3573,15736533,Monaldo,730,Female,37,5,1,1,118592,0,124053
3574,15732307,Lavrentiev,694,Male,33,4,1,1,77907,0,124067
3575,15668058,Chinwendu,661,Male,35,8,1,1,86678,0,124099
3576,15691504,Yusupova,619,Female,52,8,1,0,23905,0,124099
3577,15660840,Kalinin,723,Male,30,3,1,1,162198,0,124120
3578,15784010,Williamson,666,Male,33,2,1,1,81885,0,124125
3579,15600510,Hsueh,680,Female,37,6,2,1,92826,0,124141
3580,15582741,Maclean,693,Female,35,5,1,1,88705,1,124151
3581,15733111,Yeh,688,Male,32,6,1,1,138759,0,124179
3582,15786392,Chen,765,Male,41,4,1,0,100153,0,124182
3583,15611756,Chapman,537,Female,47,4,2,1,50882,0,124192
3584,15608845,Tao,804,Female,38,3,1,1,74692,0,124197
3585,15776850,Smith,749,Female,43,1,1,1,167179,0,124209
3586,15567893,Lei,556,Male,33,3,2,1,62628,0,124213
3587,15781298,Hughes,808,Male,39,3,1,0,171442,0,124217
3588,15679048,Koger,558,Male,41,2,1,1,111185,0,124227
3589,15746553,Castles,526,Male,50,5,1,0,159457,1,124233
3590,15612455,Yao,549,Male,45,6,1,1,146373,0,124241
3591,15669282,Uchechukwu,636,Female,20,10,1,0,100567,0,124267
3592,15685628,Calabresi,670,Male,35,2,2,0,84321,0,124269
3593,15694890,Lai,588,Male,38,1,1,1,75969,0,124271
3594,15794159,Highett,633,Female,26,8,1,1,60117,0,124282
3595,15701946,Ndubueze,715,Male,34,4,1,0,97783,0,124314
3596,15686302,Fisk,745,Female,31,3,1,1,140452,0,124329
3597,15640106,Mason,613,Male,40,7,1,0,193310,0,124340
3598,15765643,Hamilton,725,Male,37,6,2,0,176984,0,124348
3599,15714993,Longo,552,Female,41,9,1,1,135635,0,124349
3600,15776348,Rogers,835,Male,20,4,1,0,180198,1,124365
3601,15708048,Burn,631,Female,34,4,1,1,106893,0,124379
3602,15585100,Rioux,511,Female,40,9,1,1,198814,1,124402
3603,15651264,Yobanna,850,Male,51,4,1,0,118545,1,124426
3604,15763612,T'an,756,Male,41,2,2,0,47093,0,124439
3605,15806318,Wright,676,Female,48,2,1,1,15069,1,124442
3606,15587177,Lloyd,646,Male,36,6,1,1,88481,0,124446
3607,15649616,Otutodilichukwu,636,Male,60,7,1,1,141365,1,124448
3608,15650437,Shen,522,Male,32,8,2,1,165786,0,124450
3609,15636912,Sneddon,678,Male,38,3,1,1,126253,0,124484
3610,15725835,West,785,Female,32,3,2,0,52584,1,124493
3611,15796230,Morley,642,Female,36,2,3,1,57904,1,124496
3612,15766066,Nikitina,668,Female,28,1,1,0,114258,0,124511
3613,15776733,Wilson,638,Female,37,7,2,1,158611,0,124514
3614,15710404,Chinwendu,569,Male,35,10,1,1,193794,0,124526
3615,15704770,Pan,773,Male,25,1,2,0,11724,0,124533
3616,15711457,Herz,755,Female,28,7,1,0,188851,0,124540
3617,15637240,Wei,541,Male,46,4,2,1,94499,0,124547
3618,15719958,Degtyarev,850,Male,39,3,2,1,120380,0,124549
3619,15760988,Liu,667,Male,33,9,2,0,683,0,124573
3620,15652883,Chung,492,Male,39,10,2,1,148585,0,124577
3621,15763111,Niu,808,Female,67,10,1,0,169894,0,124577
3622,15797389,Hsia,604,Male,23,9,1,1,7267,0,124577
3623,15624595,Chiang,512,Female,35,5,1,1,18785,0,124581
3624,15577423,Mosley,627,Female,39,5,1,1,93133,1,124587
3625,15656005,Millar,592,Male,31,7,1,1,86080,0,124593
3626,15812272,Ugonna,693,Male,44,5,2,1,46998,1,124602
3627,15568487,Gorshkov,712,Male,35,7,1,1,69321,0,124616
3628,15594827,Glasgow,675,Male,34,1,2,0,163668,0,124619
3629,15645404,Okwukwe,625,Female,51,4,2,1,92244,1,124620
3630,15602084,Coles,663,Female,42,5,1,1,78005,0,124626
3631,15711618,Chang,704,Female,39,1,1,1,116511,1,124641
3632,15686885,Nekrasov,777,Male,44,3,2,0,79792,0,124656
3633,15733447,Gay,562,Female,51,1,1,1,65390,1,124663
3634,15577999,Sleeman,850,Female,62,1,1,1,70916,1,124678
3635,15635078,Chiemela,714,Male,45,0,1,0,187194,0,124693
3636,15622993,Boyd,709,Male,28,8,2,1,145251,0,124696
3637,15769389,Wan,709,Female,39,9,1,1,73642,0,124724
3638,15677324,Botts,683,Male,73,9,1,1,52000,0,124730
3639,15641366,Y?an,599,Male,61,1,1,0,90390,1,124738
3640,15811947,Gordon,850,Male,33,0,1,0,33701,0,124782
3641,15760427,Cameron,850,Male,40,6,1,1,65612,0,124788
3642,15712543,Chinweike,789,Male,39,7,2,1,124411,0,124828
3643,15703059,Scott,549,Female,49,6,1,0,93551,0,124829
3644,15633546,Frederick,652,Female,33,3,1,1,195877,0,124833
3645,15690079,Boniwell,591,Male,30,8,2,0,50486,0,124858
3646,15576676,Serrano,706,Female,28,6,2,1,50299,0,124923
3647,15584113,Pratt,823,Female,53,4,1,0,131260,1,124955
3648,15677173,Law,555,Male,37,9,1,1,60194,0,124969
3649,15712777,Kao,482,Male,38,4,1,1,35848,0,124976
3650,15680736,Milne,597,Female,72,6,2,1,7144,0,124978
3651,15763327,Craig,835,Male,32,8,2,1,27548,0,124993
3652,15648898,Chuang,560,Female,27,7,1,1,114670,0,124996
3653,15688074,Gregory,802,Male,31,1,1,1,187658,0,125014
3654,15633840,Henderson,781,Male,20,0,2,1,108301,0,125023
3655,15600934,Randell,758,Female,52,7,1,1,171190,1,125096
3656,15789941,Yevseyev,633,Female,36,6,1,0,125961,0,125130
3657,15785920,Black,687,Male,35,1,2,1,148537,0,125141
3658,15626044,Lettiere,762,Male,28,3,2,1,106024,0,125156
3659,15611800,Loggia,624,Female,62,7,2,1,151412,0,125164
3660,15723873,Ponomarev,657,Male,31,3,1,0,98820,0,125167
3661,15770405,Warlow-Davies,613,Female,27,5,1,1,199105,0,125168
3662,15774510,Tien,714,Female,31,4,1,1,106637,0,125169
3663,15623525,Copeland,564,Male,31,0,1,1,72757,0,125176
3664,15585388,Sherman,660,Male,31,9,2,1,139874,0,125190
3665,15653784,Solomina,627,Male,37,2,1,0,84585,0,125191
3666,15684395,Enderby,446,Female,45,10,1,1,128261,1,125192
3667,15766272,Folliero,521,Female,61,0,1,1,109357,0,125194
3668,15632069,Kazantsev,776,Male,39,8,2,1,144496,0,125212
3669,15760861,Phillipps,619,Male,43,1,1,1,113410,0,125212
3670,15787835,Simpson,775,Female,38,4,2,1,15796,1,125213
3671,15610056,Dufresne,631,Female,34,6,2,0,128247,0,125228
3672,15593345,Bradbury,502,Female,33,6,2,1,158736,0,125241
3673,15733169,Craig,590,Male,22,7,1,1,161253,0,125266
3674,15784676,Fanucci,583,Male,51,6,2,1,165082,0,125268
3675,15733966,Johnstone,496,Female,55,4,1,1,31533,1,125293
3676,15625494,Li Fonti,573,Female,32,9,2,1,130235,0,125322
3677,15703413,Montes,519,Female,38,7,1,1,188226,0,125329
3678,15599452,Conti,605,Female,43,8,2,1,23970,0,125339
3679,15610903,Chukwueloka,560,Female,31,5,1,1,79547,0,125342
3680,15722813,Byrne,470,Male,30,4,1,1,68294,0,125385
3681,15774098,Grant,701,Male,38,3,2,0,52045,0,125385
3682,15599403,Wu,577,Male,60,10,2,1,178617,0,125390
3683,15741988,Marino,492,Female,52,8,1,1,10015,1,125396
3684,15776233,Kruglova,758,Female,61,8,1,1,182184,1,125397
3685,15809663,Donaldson,583,Female,27,1,1,1,110784,0,125407
3686,15568834,Howells,698,Male,27,6,2,0,27654,0,125427
3687,15693326,Whitehouse,641,Female,42,7,2,0,164129,0,125437
3688,15722902,Chizuoke,652,Male,50,8,1,1,17161,1,125438
3689,15677586,Romero,587,Female,32,3,2,1,130515,0,125445
3690,15718893,Pirozzi,404,Female,54,4,1,1,83716,1,125456
3691,15592765,Marks,637,Male,40,8,1,1,174536,0,125471
3692,15691874,Kazakova,687,Female,34,9,1,1,198930,0,125474
3693,15705383,Shen,642,Male,35,4,1,1,91776,0,125476
3694,15672397,Smith,598,Male,38,0,1,0,158112,0,125488
3695,15696355,Cleveland,724,Male,37,6,1,1,118571,0,125489
3696,15779207,Nnamdi,500,Male,30,2,2,1,68807,0,125496
3697,15737888,Mitchell,850,Female,43,2,1,1,79084,0,125511
3698,15657565,Nwokezuike,629,Female,44,6,2,0,79083,0,125513
3699,15786739,Clements,669,Male,37,1,1,1,162261,0,125530
3700,15814930,McGregor,588,Female,40,10,1,1,121504,1,125535
3701,15578297,Ebelegbulam,737,Female,43,1,1,1,138510,1,125537
3702,15612832,Jamieson,526,Male,32,7,1,0,86786,0,125540
3703,15636520,Milani,692,Male,27,1,1,0,7900,0,125548
3704,15627162,Blesing,695,Male,27,6,1,1,105291,0,125553
3705,15702298,Parkhill,655,Male,41,8,1,0,164041,1,125562
3706,15670889,Nwachukwu,528,Male,34,1,1,1,176763,0,125567
3707,15668270,Thompson,587,Female,44,5,2,1,41852,1,125584
3708,15707479,Fan,664,Male,40,7,1,1,122073,0,125609
3709,15717560,Martin,580,Male,50,0,1,1,57541,1,125647
3710,15696361,Chung,648,Male,31,7,1,0,129981,0,125682
3711,15642912,Tu,618,Female,21,2,1,0,57762,0,125683
3712,15663294,Kao,703,Male,32,1,1,1,56247,0,125686
3713,15809509,Venables,699,Male,29,3,1,1,151624,0,125689
3714,15697606,Sturdee,637,Female,21,10,1,0,175072,0,125712
3715,15791111,Fink,635,Female,47,2,2,1,63237,0,125725
3716,15576641,Crawford,733,Male,40,5,2,1,50783,0,125725
3717,15773868,Belov,653,Female,37,3,2,1,134625,1,125734
3718,15601796,Chizuoke,645,Male,30,1,1,1,193441,0,125739
3719,15576126,Young,649,Female,41,2,1,1,70524,0,125785
3720,15603096,Lori,410,Male,33,6,1,0,66334,1,125790
3721,15690007,Ts'ui,434,Female,58,9,2,1,60892,1,125801
3722,15733974,Mao,500,Male,37,9,1,1,111698,0,125822
3723,15582960,Short,473,Female,33,5,1,0,145699,0,125827
3724,15644572,Turnbull,501,Male,40,4,1,1,100434,0,125832
3725,15614302,Crotty,699,Female,31,10,2,1,189393,0,125838
3726,15608381,Dean,585,Male,50,2,1,1,9439,1,125846
3727,15764444,Pan,679,Male,58,8,2,1,87008,0,125851
3728,15628145,Forwood,682,Female,43,5,1,1,193318,0,125852
3729,15809823,Thurgood,491,Male,19,2,1,0,129691,0,125860
3730,15724444,Wall,567,Female,38,1,2,1,107842,0,125878
3731,15590286,Fairley,611,Female,40,2,1,1,93203,0,125879
3732,15669987,Sung,728,Female,35,8,2,1,54359,1,125885
